condition,cond_type,suspicion,type_injected,image,tp,raw,w_dev,h_dev,dx,dy,margin,shift_vs_size,match_iou,conf,p_h,p_w,aspect,area_frac,n_labels,covered_by_others,touches_edge
width_m30,width,width,1,000918.png,1,0.3065,-0.3065,0.0372,-0.0244,0.0903,0.2694,-0.2163,0.599,0.4645,33.0,40.0,1.213,0.002836,7,0.514,0
width_m30,width,scale,0,000918.png,1,0.2716,-0.3622,-0.1811,-0.0156,0.0061,0.1811,-0.3466,0.522,0.313,24.8,54.5,2.198,0.0029,7,0.0,0
width_m30,width,width,1,000930.png,1,0.2509,-0.2509,-0.0487,-0.0142,0.0008,0.2023,-0.2367,0.713,0.9158,83.6,113.3,1.356,0.020334,3,0.244,0
width_m30,width,width,1,000930.png,1,0.3122,-0.3122,-0.0444,0.0344,0.041,0.2678,-0.2712,0.636,0.8378,37.8,46.3,1.224,0.003755,3,0.0,0
width_m30,width,width,1,000936.png,1,0.2754,-0.2754,-0.0242,0.0219,-0.0308,0.2512,-0.2445,0.684,0.8931,46.0,52.8,1.149,0.005217,12,0.532,0
width_m30,width,height,0,000936.png,0,0.252,-0.0251,0.252,-0.0563,0.2217,-0.227,-0.0304,0.611,0.3914,93.0,152.8,1.643,0.030519,12,0.98,1
width_m30,width,scale,0,000936.png,0,0.2317,-0.2473,-0.2161,0.0445,-0.0796,0.0312,-0.1677,0.59,0.3649,38.0,90.9,2.389,0.007423,12,0.978,0
width_m30,width,width,1,000936.png,1,0.2792,-0.2792,0.0594,-0.2691,0.0602,0.2198,-0.0101,0.482,0.2667,44.3,104.7,2.361,0.009967,12,0.832,0
width_m30,width,width,1,000970.png,1,0.2791,-0.2791,-0.024,-0.0049,0.0091,0.2551,-0.2701,0.704,0.8528,46.4,62.7,1.352,0.00624,6,0.569,0
width_m30,width,width,1,000970.png,1,0.2863,-0.2863,0.0995,-0.0122,-0.008,0.1868,-0.274,0.666,0.8594,76.9,162.2,2.108,0.026781,6,0.0,0
width_m30,width,height,0,000985.png,0,0.138,0.0059,0.138,0.0037,0.0644,-0.1321,-0.0736,0.872,0.344,58.9,128.5,2.182,0.016225,11,0.898,0
width_m30,width,width,1,000985.png,1,0.2658,-0.2658,-0.0037,-0.0613,0.0426,0.2621,-0.2044,0.681,0.2608,21.5,27.0,1.255,0.001249,11,0.0,0
width_m30,width,width,1,000985.png,1,0.29,-0.29,-0.039,-0.0443,0.0327,0.2509,-0.2457,0.667,0.8125,42.1,68.7,1.633,0.006193,11,0.388,0
width_m30,width,width,1,000998.png,1,0.2433,-0.2433,0.0401,-0.0212,0.009,0.2032,-0.2221,0.734,0.808,57.1,97.3,1.703,0.011932,8,0.3,0
width_m30,width,width,1,000998.png,1,0.345,-0.345,-0.0041,-0.0386,0.0139,0.3409,-0.3064,0.64,0.8246,63.7,78.7,1.236,0.010773,8,0.642,0
width_m30,width,width,1,000998.png,1,0.3017,-0.3017,-0.041,-0.0198,0.0473,0.2607,-0.2544,0.639,0.8931,31.9,32.2,1.01,0.002208,8,0.0,0
width_m30,width,width,1,000998.png,1,0.362,-0.362,0.1239,0.0032,-0.0446,0.2381,-0.3174,0.591,0.6931,31.7,40.4,1.273,0.002752,8,0.064,0
width_m30,width,width,1,001012.png,1,0.2678,-0.2678,-0.0116,0.0391,0.0054,0.2562,-0.2287,0.724,0.9559,188.1,416.4,2.214,0.168152,6,0.0,1
width_m30,width,height,0,001013.png,0,0.127,-0.0574,0.127,-0.0287,0.0719,-0.0696,-0.0551,0.829,0.7421,116.2,154.6,1.331,0.038519,9,1.0,1
width_m30,width,width,1,001013.png,1,0.2712,-0.2712,0.0505,0.0327,0.0262,0.2207,-0.2385,0.702,0.4731,58.3,124.2,2.13,0.01552,9,1.0,0
width_m30,width,width,1,001013.png,1,0.2911,-0.2911,0.0065,-0.0207,-0.0071,0.2846,-0.2704,0.701,0.8936,67.9,74.1,1.091,0.01078,9,0.0,0
width_m30,width,width,1,001013.png,1,0.3036,-0.3036,0.0506,0.022,0.0683,0.253,-0.2354,0.626,0.5956,32.7,65.7,2.008,0.004605,9,1.0,0
width_m30,width,scale,0,001013.png,0,0.3094,-0.3237,-0.2951,0.0466,-0.1498,0.0286,-0.1739,0.475,0.3432,63.6,153.5,2.414,0.020907,9,1.0,0
width_m30,width,width,1,001044.png,1,0.2994,-0.2994,-0.0389,0.0187,0.0555,0.2605,-0.2438,0.632,0.8275,35.2,53.5,1.522,0.004043,7,0.0,0
width_m30,width,width,1,001100.png,0,0.1324,0.1324,-0.085,-0.0545,-0.0394,0.0475,-0.0779,0.816,0.3675,29.8,57.1,1.918,0.003655,8,0.683,0
width_m30,width,width,1,001100.png,1,0.2636,-0.2636,0.023,-0.0138,0.008,0.2406,-0.2498,0.724,0.3692,92.4,123.5,1.337,0.024498,8,0.0,0
width_m30,width,width,1,001100.png,1,0.305,-0.305,-0.038,-0.0064,-0.0157,0.2669,-0.2893,0.669,0.8266,113.2,100.6,0.888,0.024442,8,0.0,0
width_m30,width,width,1,001100.png,1,0.369,-0.369,0.0007,0.1774,-0.0961,0.3683,-0.1916,0.538,0.3194,25.0,29.8,1.193,0.0016,8,0.293,0
width_m30,width,width,1,001143.png,1,0.3041,-0.3041,0.0382,0.0031,-0.0319,0.266,-0.2722,0.663,0.8622,25.5,26.9,1.057,0.001476,4,0.0,0
width_m30,width,width,1,001158.png,1,0.2934,-0.2934,-0.0309,0.0004,0.0123,0.2625,-0.2811,0.685,0.7646,53.5,74.9,1.4,0.008584,5,0.137,0
width_m30,width,translation_x,0,001158.png,1,0.2005,-0.0167,0.0044,0.2005,-0.0362,0.0123,0.1838,0.625,0.4775,116.3,164.1,1.41,0.040904,5,0.0,0
width_m30,width,height,0,001190.png,0,0.1299,-0.0982,0.1299,-0.026,0.0106,-0.0317,-0.1039,0.807,0.8596,65.7,94.7,1.441,0.013372,7,0.259,0
width_m30,width,width,1,001190.png,1,0.302,-0.302,0.0598,0.0056,0.0342,0.2421,-0.2677,0.665,0.8216,50.7,66.4,1.311,0.00722,7,0.594,0
width_m30,width,width,1,001190.png,1,0.3061,-0.3061,0.1368,0.0287,0.0442,0.1693,-0.2619,0.634,0.9055,100.2,131.4,1.311,0.028289,7,0.64,0
width_m30,width,width,1,001192.png,1,0.3828,-0.3828,0.0649,0.0398,0.0669,0.3179,-0.3159,0.561,0.8823,37.3,46.0,1.235,0.00368,3,0.0,0
width_m30,width,height,0,001209.png,0,0.1634,-0.0753,-0.1634,-0.0298,-0.045,-0.0881,-0.1184,0.774,0.3786,74.7,153.9,2.061,0.02467,13,0.725,0
width_m30,width,scale,0,001209.png,0,0.1498,0.1531,0.1465,0.0496,-0.0212,0.0066,-0.1035,0.756,0.5922,49.0,106.8,2.177,0.011241,13,0.81,0
width_m30,width,translation_x,0,001209.png,0,0.1528,0.0158,-0.0645,-0.1528,-0.0262,-0.0487,0.0883,0.695,0.2967,29.8,70.4,2.362,0.004505,13,0.704,0
width_m30,width,width,1,001209.png,1,0.2932,-0.2932,0.0477,0.0237,-0.0006,0.2454,-0.2695,0.684,0.9475,39.0,42.8,1.097,0.003584,13,0.0,0
width_m30,width,width,1,001209.png,1,0.3061,-0.3061,-0.0158,0.0071,0.0163,0.2903,-0.2897,0.673,0.9294,161.4,276.3,1.712,0.09574,13,0.185,0
width_m30,width,width,1,001209.png,1,0.311,-0.311,0.0397,-0.0274,0.0167,0.2713,-0.2836,0.671,0.7334,81.5,160.9,1.974,0.028147,13,0.767,0
width_m30,width,width,1,001209.png,1,0.3346,-0.3346,0.0263,0.0221,-0.0085,0.3083,-0.3126,0.654,0.9408,207.2,192.8,0.931,0.085771,13,0.103,1
width_m30,width,width,1,001226.png,1,0.3027,-0.3027,-0.0108,0.0027,0.0065,0.2919,-0.2962,0.688,0.9257,117.4,258.5,2.202,0.065177,4,0.0,0
width_m30,width,width,1,001276.png,1,0.2576,-0.2576,0.0049,-0.0346,-0.0037,0.2528,-0.223,0.738,0.6732,73.8,104.8,1.42,0.016599,6,0.029,0
width_m30,width,width,1,001276.png,1,0.2845,-0.2845,0.0342,-0.0165,0.0077,0.2503,-0.2679,0.698,0.9034,79.6,152.9,1.92,0.026149,6,0.019,0
width_m30,width,width,1,001276.png,1,0.3436,-0.3436,0.0256,-0.0248,0.0324,0.3181,-0.3112,0.625,0.6576,24.7,32.3,1.308,0.001711,6,0.08,0
width_p30,width,width,1,000019.png,1,0.3518,0.3518,0.0349,0.0019,0.0229,0.3169,-0.3288,0.708,0.947,132.3,194.4,1.47,0.055217,2,0.0,0
width_p30,width,width,1,000019.png,1,0.3835,0.3835,0.117,-0.0311,0.006,0.2665,-0.3524,0.647,0.5221,18.1,22.9,1.266,0.000892,2,0.0,0
width_p30,width,width,1,000060.png,1,0.2947,0.2947,0.026,0.0055,-0.0075,0.2687,-0.2873,0.753,0.9226,61.4,63.5,1.034,0.008375,2,0.0,0
width_p30,width,width,1,000060.png,0,0.2762,-0.2762,-0.0649,-0.1114,0.0218,0.2113,-0.1648,0.677,0.283,19.7,49.8,2.527,0.002105,2,0.0,0
width_p30,width,width,1,000075.png,0,0.1413,-0.1413,-0.0166,0.1143,0.0347,0.1247,-0.027,0.733,0.4814,25.3,49.2,1.942,0.002674,5,0.0,0
width_p30,width,width,1,000075.png,1,0.3189,0.3189,-0.0253,0.0049,-0.0285,0.2936,-0.2903,0.723,0.9093,79.1,118.0,1.493,0.020031,5,0.209,0
width_p30,width,width,1,000107.png,1,0.3039,0.3039,-0.0287,-0.0039,0.0189,0.2752,-0.285,0.744,0.9097,195.2,427.0,2.188,0.178904,7,0.235,1
width_p30,width,width,1,000107.png,1,0.2001,0.2001,0.0224,0.0229,0.0911,0.1778,-0.1091,0.704,0.7325,48.0,66.9,1.393,0.006901,7,0.732,0
width_p30,width,width,1,000107.png,1,0.3581,0.3581,0.0362,0.0563,0.0816,0.3218,-0.2765,0.637,0.5647,34.0,40.3,1.184,0.002943,7,0.666,0
width_p30,width,width,1,000136.png,0,0.1698,0.1698,0.04,0.0714,-0.0001,0.1299,-0.0984,0.822,0.7334,57.5,162.3,2.823,0.020033,6,0.514,0
width_p30,width,width,1,000136.png,1,0.299,0.299,-0.033,0.1025,-0.0467,0.266,-0.1965,0.71,0.7895,27.8,35.1,1.264,0.002093,6,0.323,0
width_p30,width,width,1,000136.png,1,0.3025,0.3025,-0.0183,0.0446,0.0747,0.2842,-0.2278,0.672,0.7798,51.1,166.6,3.257,0.018294,6,0.535,0
width_p30,width,scale,0,000136.png,1,0.2665,0.3489,0.184,-0.0099,0.1417,0.1649,-0.2072,0.577,0.7836,36.9,68.8,1.865,0.005446,6,0.118,0
width_p30,width,width,1,000178.png,1,0.2444,0.2444,0.0375,0.0167,0.0021,0.2069,-0.2277,0.775,0.812,48.3,149.1,3.088,0.015449,8,0.147,0
width_p30,width,width,1,000178.png,1,0.3006,0.3006,-0.005,-0.0019,0.0017,0.2956,-0.2987,0.766,0.9442,183.9,352.7,1.917,0.139285,8,0.434,1
width_p30,width,width,1,000178.png,1,0.2997,0.2997,0.0355,0.0077,0.0004,0.2642,-0.292,0.743,0.9329,167.6,262.8,1.568,0.094583,8,0.615,0
width_p30,width,width,1,000178.png,1,0.3115,0.3115,-0.0168,0.014,-0.0228,0.2947,-0.2887,0.734,0.7215,52.7,160.6,3.048,0.018158,8,0.125,1
width_p30,width,width,1,000286.png,1,0.2297,0.2297,-0.0449,-0.052,-0.016,0.1848,-0.1777,0.783,0.3258,50.2,59.9,1.194,0.006454,11,0.716,0
width_p30,width,width,1,000286.png,1,0.3056,0.3056,0.0003,-0.0174,0.0208,0.3053,-0.2848,0.738,0.9428,79.6,110.0,1.381,0.018813,11,0.09,0
width_p30,width,width,1,000357.png,1,0.3024,0.3024,-0.0273,0.0265,0.0097,0.2751,-0.276,0.752,0.9099,70.7,158.7,2.245,0.024048,8,0.371,0
width_p30,width,width,1,000357.png,1,0.3003,0.3003,0.0171,-0.0384,-0.0484,0.2832,-0.2519,0.705,0.8663,34.3,38.3,1.116,0.00282,8,0.0,0
width_p30,width,width,1,000357.png,1,0.4019,0.4019,0.0416,-0.1061,-0.0603,0.3603,-0.2958,0.64,0.5936,39.9,56.8,1.424,0.004859,8,0.605,0
width_p30,width,width,1,000386.png,1,0.2581,0.2581,-0.0293,-0.002,-0.0381,0.2288,-0.22,0.744,0.8625,57.8,96.6,1.673,0.011962,8,0.918,0
width_p30,width,width,1,000386.png,1,0.271,0.271,0.0596,0.021,-0.0117,0.2114,-0.25,0.743,0.8383,38.4,45.6,1.189,0.003753,8,0.0,0
width_p30,width,height,0,000386.png,1,0.182,0.1324,-0.182,0.0722,-0.0254,-0.0496,-0.1098,0.73,0.3354,82.4,189.6,2.303,0.033474,8,1.0,0
width_p30,width,width,1,000386.png,1,0.3217,0.3217,-0.0314,0.0486,0.0307,0.2902,-0.273,0.719,0.8681,34.5,47.0,1.362,0.003471,8,0.278,0
width_p30,width,width,1,000386.png,1,0.4277,0.4277,0.0794,0.0531,0.0191,0.3483,-0.3746,0.649,0.7752,34.8,58.7,1.686,0.00438,8,0.486,0
width_p30,width,width,1,000421.png,1,0.2823,0.2823,-0.0128,-0.0094,0.0214,0.2695,-0.261,0.752,0.8709,33.7,85.6,2.541,0.006191,7,0.0,0
width_p30,width,width,1,000421.png,1,0.3137,0.3137,-0.0506,0.0425,0.0453,0.263,-0.2684,0.705,0.8724,36.3,110.7,3.052,0.008618,7,0.321,0
width_p30,width,scale,0,000421.png,1,0.2308,-0.1924,-0.2693,-0.13,-0.052,-0.0769,-0.1393,0.552,0.4469,27.3,66.8,2.445,0.00392,7,0.952,0
width_p30,width,width,1,000462.png,1,0.3,0.3,-0.0077,-0.0,0.0036,0.2923,-0.2964,0.765,0.9322,99.5,179.3,1.802,0.038295,7,0.245,1
width_p30,width,width,1,000462.png,1,0.3166,0.3166,-0.0211,0.0053,-0.0098,0.2955,-0.3068,0.747,0.8345,99.8,206.8,2.072,0.044304,7,0.542,0
width_p30,width,width,1,000493.png,0,0.1643,-0.1643,-0.0118,0.12,0.0117,0.1525,-0.0443,0.752,0.8197,34.4,42.6,1.238,0.003145,4,0.0,0
width_p30,width,width,1,000512.png,1,0.2848,0.2848,0.0332,-0.0193,-0.0199,0.2517,-0.2649,0.749,0.864,31.9,57.1,1.791,0.003905,1,0.0,0
width_p30,width,width,1,000521.png,1,0.3214,0.3214,0.0569,-0.0367,0.0282,0.2646,-0.2848,0.716,0.7181,42.6,78.8,1.848,0.007214,4,0.442,0
width_p30,width,translation_y,0,000521.png,0,0.1324,0.1183,-0.0291,0.0658,0.1324,0.0892,0.0141,0.684,0.5935,19.5,26.8,1.371,0.001121,4,0.0,0
width_p30,width,width,1,000536.png,1,0.2735,0.2735,-0.0591,-0.0169,0.0208,0.2145,-0.2527,0.748,0.6539,21.3,33.6,1.578,0.001538,2,0.0,0
width_p30,width,width,1,000539.png,1,0.2556,0.2556,-0.0404,-0.0314,0.0079,0.2152,-0.2242,0.771,0.8231,33.3,71.8,2.158,0.005124,7,0.243,0
width_p30,width,width,1,000539.png,1,0.2307,0.2307,-0.1396,-0.0104,-0.038,0.0911,-0.1927,0.718,0.8233,30.5,63.2,2.07,0.004145,7,0.341,0
width_p30,width,width,1,000539.png,0,0.2256,0.2256,-0.0399,-0.1268,0.0656,0.1857,-0.0987,0.707,0.7479,23.8,45.0,1.888,0.002302,7,0.509,0
width_p30,width,width,1,000539.png,1,0.1713,0.1713,-0.0107,-0.1234,-0.1124,0.1606,-0.0478,0.648,0.2871,22.9,44.7,1.954,0.002193,7,0.319,0
width_p30,width,width,1,000539.png,0,0.2833,-0.2833,-0.1115,0.0748,-0.0205,0.1718,-0.2085,0.637,0.6364,21.2,47.7,2.253,0.002168,7,0.587,0
width_p30,width,width,1,000577.png,1,0.3609,0.3609,0.017,0.0313,0.0293,0.3438,-0.3295,0.697,0.8528,30.6,46.1,1.506,0.003024,5,0.0,0
width_p30,width,width,1,000577.png,1,0.5519,0.5519,-0.1132,-0.1024,0.0588,0.4387,-0.4495,0.593,0.4308,130.9,69.6,0.532,0.019575,5,0.0,1
width_p30,width,width,1,000612.png,1,0.3153,0.3153,0.0044,0.0034,-0.0085,0.3109,-0.3068,0.749,0.9204,160.1,250.8,1.567,0.086198,9,0.627,1
width_p30,width,height,0,000612.png,0,0.1528,0.0444,0.1528,-0.0866,0.0571,-0.1084,-0.0662,0.738,0.254,27.2,72.2,2.658,0.004215,9,0.816,0
width_p30,width,width,1,000612.png,1,0.3215,0.3215,-0.063,-0.0513,0.0011,0.2585,-0.2703,0.72,0.4595,30.8,84.8,2.751,0.005615,9,0.619,0
width_p30,width,height,0,000612.png,0,0.2662,-0.1559,0.2662,0.0496,-0.1841,-0.1103,-0.0821,0.632,0.2632,46.1,133.0,2.888,0.013155,9,0.395,0
width_p30,width,width,1,000616.png,0,0.1483,0.1483,0.0428,-0.0549,0.0122,0.1055,-0.0934,0.835,0.6724,30.2,43.9,1.455,0.002843,3,0.05,0
width_p30,width,width,1,000623.png,1,0.2592,0.2592,0.0122,0.0137,-0.0102,0.2471,-0.2455,0.779,0.9055,163.6,241.7,1.478,0.08489,7,0.0,1
width_p30,width,width,1,000623.png,0,0.1745,-0.1745,-0.0241,0.0363,-0.07,0.1504,-0.1045,0.723,0.3458,81.7,184.4,2.257,0.032358,7,0.031,0
width_p30,width,width,1,000623.png,1,0.351,0.351,-0.0501,-0.0667,-0.0519,0.3009,-0.2844,0.679,0.7259,43.5,61.7,1.419,0.005753,7,0.581,0
width_p30,width,width,1,000647.png,1,0.2354,0.2354,0.0382,0.0936,0.024,0.1973,-0.1418,0.773,0.6811,22.1,33.1,1.501,0.001568,6,0.06,0
width_p30,width,width,1,000657.png,1,0.1264,0.1264,-0.0373,-0.0163,-0.0605,0.0891,-0.0659,0.791,0.3552,15.7,21.1,1.348,0.000709,2,0.018,0
width_p30,width,width,1,000657.png,1,0.3115,0.3115,-0.0465,-0.0259,-0.1368,0.2651,-0.1747,0.595,0.5261,17.4,21.1,1.211,0.000788,2,0.014,0
width_p30,width,width,1,000664.png,0,0.2198,0.2198,0.0663,0.0964,-0.0158,0.1536,-0.1235,0.769,0.5068,37.1,38.7,1.042,0.003103,5,0.599,0
width_p30,width,width,1,000714.png,1,0.3099,0.3099,-0.0049,0.0037,0.0143,0.305,-0.2956,0.745,0.9058,88.9,167.5,1.883,0.031979,6,0.44,0
width_p30,width,width,1,000714.png,1,0.294,0.294,0.0472,-0.0044,-0.0056,0.2468,-0.2884,0.738,0.9332,99.0,181.7,1.836,0.038615,6,0.351,0
width_p30,width,width,1,000725.png,1,0.1659,0.1659,-0.0534,0.0582,-0.001,0.1125,-0.1077,0.818,0.6005,29.2,42.2,1.444,0.002646,7,0.603,0
width_p30,width,width,1,000725.png,0,0.2127,0.2127,0.0014,0.1021,-0.0243,0.2113,-0.1106,0.789,0.7433,86.1,138.4,1.608,0.025543,7,0.852,1
width_p30,width,width,1,000725.png,1,0.3913,0.3913,-0.1353,0.035,0.0637,0.256,-0.3276,0.646,0.8326,185.2,130.5,0.705,0.051786,7,0.375,1
width_p30,width,width,1,000729.png,0,0.1238,0.1238,0.0875,-0.0762,0.0093,0.0363,-0.0476,0.797,0.6637,44.7,128.7,2.877,0.012365,6,0.479,0
width_p30,width,width,1,000747.png,0,0.1481,0.1481,0.0896,-0.0953,0.0145,0.0586,-0.0529,0.769,0.372,30.6,38.5,1.261,0.002527,5,0.583,0
width_p30,width,height,0,000747.png,0,0.2514,0.0713,0.2514,0.0237,0.0259,-0.18,-0.2255,0.746,0.6725,18.2,23.0,1.262,0.000897,5,0.0,0
width_p30,width,width,1,000747.png,1,0.2921,0.2921,-0.0228,-0.0045,0.0679,0.2693,-0.2242,0.686,0.8177,31.3,51.5,1.647,0.003457,5,0.422,0
width_p30,width,translation_y,0,000747.png,0,0.1316,-0.117,-0.0949,-0.056,0.1316,0.0221,0.0146,0.675,0.6663,27.7,30.3,1.094,0.001805,5,0.0,0
width_p30,width,width,1,000843.png,1,0.1374,0.1374,0.0299,0.0239,-0.0637,0.1075,-0.0737,0.78,0.4797,18.8,25.8,1.373,0.001045,9,0.0,0
width_p30,width,width,1,000843.png,1,0.2667,0.2667,-0.0529,0.0057,-0.0173,0.2138,-0.2493,0.756,0.929,101.0,195.6,1.937,0.042391,9,0.186,0
width_p30,width,width,1,000843.png,1,0.2968,0.2968,0.0028,0.0081,-0.0224,0.2941,-0.2745,0.741,0.9357,123.0,195.0,1.586,0.051494,9,0.03,0
width_p30,width,width,1,000843.png,1,0.315,0.315,-0.0493,-0.0159,-0.0506,0.2658,-0.2645,0.698,0.4749,30.2,43.0,1.426,0.002784,9,0.321,0
width_p30,width,width,1,000846.png,0,0.1361,0.1361,0.0026,-0.038,0.0226,0.1336,-0.0981,0.843,0.6837,22.7,58.7,2.582,0.002862,7,0.003,0
width_p30,width,width,1,000846.png,1,0.3059,0.3059,0.0208,-0.0499,-0.009,0.285,-0.2559,0.75,0.7039,23.6,61.4,2.606,0.003106,7,0.0,0
width_p30,width,width,1,000846.png,1,0.309,0.309,0.0272,0.0111,0.0118,0.2818,-0.2972,0.744,0.8854,73.3,115.1,1.57,0.018109,7,0.043,0
width_p30,width,height,0,000846.png,0,0.2328,-0.044,-0.2328,0.007,-0.0514,-0.1888,-0.1815,0.733,0.5703,32.5,70.1,2.157,0.00489,7,0.294,0
width_p30,width,width,1,000846.png,1,0.2039,0.2039,-0.0744,-0.0067,-0.1004,0.1294,-0.1035,0.689,0.5192,15.9,26.5,1.66,0.000907,7,0.0,0
width_p30,width,width,1,000851.png,1,0.3367,0.3367,0.0878,-0.0062,0.0354,0.2489,-0.3013,0.688,0.8702,36.3,47.0,1.293,0.003669,2,0.0,0
width_p30,width,width,1,000854.png,1,0.2989,0.2989,-0.0417,0.012,-0.0555,0.2572,-0.2434,0.699,0.7341,19.3,35.4,1.836,0.001468,2,0.0,0
width_p30,width,width,1,000859.png,1,0.3417,0.3417,-0.0141,0.0449,-0.001,0.3276,-0.2968,0.737,0.8109,71.8,91.2,1.27,0.014052,6,0.45,0
width_p30,width,width,1,000859.png,1,0.3672,0.3672,-0.0104,0.0276,-0.0147,0.3568,-0.3396,0.714,0.7393,34.1,46.8,1.371,0.003432,6,0.274,0
width_p30,width,width,1,000859.png,1,0.63,0.63,0.0552,-0.136,-0.0309,0.5748,-0.4939,0.578,0.6945,172.6,106.1,0.615,0.039311,6,0.0,1
width_p30,width,width,1,000859.png,1,0.6469,0.6469,0.0911,-0.0987,0.0148,0.5559,-0.5482,0.557,0.6033,21.8,30.6,1.407,0.00143,6,0.496,0
width_p30,width,width,1,000882.png,1,0.2095,0.2095,0.0659,0.044,0.0288,0.1436,-0.1654,0.776,0.8284,48.2,61.6,1.278,0.00638,9,0.071,0
width_p30,width,width,1,000882.png,1,0.3049,0.3049,-0.0202,-0.0047,0.0051,0.2847,-0.2998,0.754,0.9336,195.2,348.8,1.787,0.146193,9,0.217,1
width_p30,width,scale,0,000882.png,0,0.1374,-0.1534,-0.1214,0.0337,-0.0584,0.032,-0.0951,0.744,0.6687,26.7,29.5,1.106,0.001689,9,0.449,0
width_p30,width,width,1,000882.png,1,0.3169,0.3169,-0.0438,0.0065,-0.0255,0.2731,-0.2914,0.729,0.9212,141.5,204.5,1.445,0.062106,9,0.026,1
width_p30,width,width,1,000893.png,1,0.3576,0.3576,0.065,0.0078,-0.0131,0.2925,-0.3445,0.692,0.899,52.1,127.3,2.444,0.01424,1,0.0,0
width_p30,width,width,1,000897.png,1,0.3678,0.3678,0.0864,0.0028,0.0011,0.2814,-0.365,0.673,0.7559,38.4,85.3,2.222,0.007023,2,0.0,0
width_p30,width,width,1,000910.png,0,0.1353,0.1353,0.0072,0.0346,0.0019,0.1281,-0.1007,0.875,0.397,26.6,56.4,2.125,0.003219,8,0.846,0
width_p30,width,width,1,000910.png,1,0.146,0.146,-0.0428,0.072,0.066,0.1032,-0.0741,0.771,0.3961,24.2,28.6,1.183,0.001482,8,0.537,0
width_p30,width,width,1,000910.png,1,0.2747,0.2747,-0.0209,0.0004,0.0158,0.2538,-0.2589,0.764,0.882,98.3,169.7,1.726,0.035839,8,0.44,0
width_p30,width,width,1,000910.png,1,0.3074,0.3074,-0.0357,-0.0107,-0.0138,0.2718,-0.2937,0.744,0.8699,108.9,116.2,1.067,0.027162,8,0.0,1
width_p30,width,width,1,000910.png,1,0.2837,0.2837,-0.0194,-0.004,0.0376,0.2643,-0.2461,0.729,0.7719,37.4,94.0,2.516,0.007537,8,0.328,0
width_p30,width,width,1,000910.png,1,0.4478,0.4478,0.0237,-0.0629,0.0358,0.4241,-0.3849,0.648,0.6419,43.2,45.7,1.058,0.004237,8,0.139,0
width_p30,width,width,1,000918.png,1,0.2329,0.2329,0.017,-0.0199,0.015,0.216,-0.213,0.788,0.8583,54.4,69.3,1.274,0.00809,7,0.358,0
width_p30,width,height,0,000918.png,0,0.1811,-0.0888,-0.1811,-0.0156,0.0061,-0.0923,-0.1655,0.746,0.313,24.8,54.5,2.198,0.0029,7,0.0,0
width_p30,width,width,1,000936.png,1,0.3004,0.3004,-0.0246,0.0002,0.0093,0.2758,-0.2911,0.754,0.9273,190.2,213.1,1.12,0.087037,12,0.331,1
width_p30,width,width,1,000936.png,1,0.2982,0.2982,0.0507,-0.0169,0.0114,0.2475,-0.2813,0.733,0.821,78.5,219.6,2.796,0.037044,12,0.689,0
width_p30,width,width,1,000936.png,1,0.4376,0.4376,0.0472,-0.0022,0.0214,0.3904,-0.4162,0.664,0.7665,64.1,140.9,2.2,0.01938,12,0.504,0
width_p30,width,height,0,000936.png,0,0.2352,-0.1165,-0.2352,0.0275,-0.139,-0.1187,-0.0962,0.645,0.272,61.4,122.0,1.986,0.016092,12,0.832,0
width_p30,width,width,1,000936.png,1,0.417,0.417,0.1033,-0.0632,0.0295,0.3138,-0.3538,0.64,0.4093,36.3,86.2,2.374,0.006724,12,0.713,0
width_p30,width,height,0,000936.png,0,0.252,-0.0251,0.252,-0.0563,0.2217,-0.227,-0.0304,0.611,0.3914,93.0,152.8,1.643,0.030519,12,0.98,1
width_p30,width,scale,0,000936.png,0,0.2317,-0.2473,-0.2161,0.0445,-0.0796,0.0312,-0.1677,0.59,0.3649,38.0,90.9,2.389,0.007423,12,0.978,0
width_p30,width,width,1,000985.png,1,0.2951,0.2951,-0.0006,-0.0053,-0.0034,0.2946,-0.2898,0.768,0.9135,72.0,100.0,1.388,0.015438,11,0.248,0
width_p30,width,scale,0,000985.png,1,0.2228,0.3077,0.138,0.0037,0.0644,0.1697,-0.2432,0.672,0.344,58.9,128.5,2.182,0.016225,11,0.898,0
width_p30,width,width,1,000985.png,1,0.418,0.418,0.0875,0.0634,0.0148,0.3305,-0.3546,0.649,0.5383,21.0,22.0,1.051,0.000991,11,0.0,0
width_p30,width,height,0,000998.png,0,0.1239,-0.0886,0.1239,0.0032,-0.0446,-0.0353,-0.0793,0.819,0.6931,31.7,40.4,1.273,0.002752,8,0.255,0
width_p30,width,width,1,000998.png,1,0.4054,0.4054,0.0401,-0.0212,0.009,0.3653,-0.3842,0.684,0.808,57.1,97.3,1.703,0.011932,8,0.351,0
width_p30,width,height,0,001013.png,0,0.127,-0.0574,0.127,-0.0287,0.0719,-0.0696,-0.0551,0.829,0.7421,116.2,154.6,1.331,0.038519,9,1.0,1
width_p30,width,width,1,001013.png,1,0.3127,0.3127,0.0005,-0.0015,-0.0003,0.3122,-0.3112,0.761,0.9229,193.8,370.6,1.912,0.153954,9,0.202,1
width_p30,width,width,1,001013.png,1,0.3166,0.3166,0.0065,-0.0207,-0.0071,0.31,-0.2958,0.75,0.8936,67.9,74.1,1.091,0.01078,9,0.0,0
